keyword,volume,cpc,competition,difficulty,word_count,char_count,is_long_tail,has_number,has_question_word,intent,opportunity_score,cluster,cluster_label
free email marketing campaigns,716.0,0.755,,59.111111111111114,4,30,1,0,0,Navigational,17.708592528889536,1,"marketing, email marketing, email"
for beginners email marketing campaigns,183.0,0.755,,83.22222222222223,5,39,1,0,0,Navigational,7.729894980218327,1,"marketing, email marketing, email"
email marketing campaigns tools,1517.0,0.755,,58.333333333333336,4,31,1,0,0,Navigational,18.52202397111816,1,"marketing, email marketing, email"
email marketing campaigns 2026,53.0,0.755,,39.44444444444444,4,30,1,1,0,Navigational,25.159480943957064,1,"marketing, email marketing, email"
vs email marketing campaigns,9.0,0.755,,38.44444444444445,4,28,1,0,0,Commercial,25.531887817154097,0,"vs, sample, marketing sample"
guide email marketing campaigns,966.0,0.755,,45.33333333333333,4,31,1,0,0,Informational,23.376482769562916,1,"marketing, email marketing, email"
tips email marketing campaigns,326.0,0.755,,32.666666666666664,4,30,1,0,0,Informational,28.041794864550173,1,"marketing, email marketing, email"
near me email marketing campaigns,139.0,0.755,,77.22222222222223,5,33,1,0,0,Commercial,10.10230185341537,1,"marketing, email marketing, email"
email marketing campaigns price,151.0,0.755,,66.44444444444444,4,31,1,0,0,Commercial,14.420938362745472,1,"marketing, email marketing, email"
email marketing campaigns software,453.0,0.755,,52.666666666666664,4,34,1,0,0,Navigational,20.121438662367805,7,"software, marketing software, strategy"
course email marketing campaigns,1155.0,0.755,,28.555555555555557,4,32,1,0,0,Navigational,30.206118902623103,2,"course, marketing course, email marketing"
email marketing campaigns examples,165.0,0.755,,63.44444444444445,4,34,1,0,0,Informational,15.629717994000957,1,"marketing, email marketing, email"
email marketing campaigns app,33.0,0.755,,93.66666666666667,4,29,1,0,0,Navigational,3.4580497247031854,1,"marketing, email marketing, email"
email marketing campaigns review,760.0,0.755,,1.4444444444444442,4,32,1,0,0,Commercial,40.802852322359165,1,"marketing, email marketing, email"
checklist email marketing campaigns,26.0,0.755,,61.88888888888889,4,35,1,0,0,Navigational,16.164771020186556,1,"marketing, email marketing, email"
email marketing campaigns template,137.0,0.755,,5.555555555555555,4,34,1,0,0,Navigational,38.767714287045536,1,"marketing, email marketing, email"
ideas email marketing campaigns,102.0,0.755,,99.11111111111111,4,31,1,0,0,Navigational,1.3235429866845962,1,"marketing, email marketing, email"
strategy email marketing campaigns,8015.0,0.755,,22.22222222222222,4,34,1,0,0,Navigational,37.041471551145136,7,"software, marketing software, strategy"
images in email marketing best,917.0,0.755,,37.111111111111114,5,30,1,0,0,Commercial,26.634642949057596,5,"images, images email, email"
how to images in email marketing,221.0,0.755,,23.333333333333332,6,32,1,0,1,Informational,31.70928096346735,5,"images, images email, email"
images in email marketing free,3789.0,0.755,,90.55555555555556,5,30,1,0,0,Navigational,7.057943811691186,5,"images, images email, email"
images in email marketing for beginners,1028.0,0.755,,51.77777777777778,6,39,1,0,0,Navigational,20.83758621591658,5,"images, images email, email"
images in email marketing tools,247.0,0.755,,56.777777777777786,5,31,1,0,0,Navigational,18.347808215164047,5,"images, images email, email"
images in email marketing 2026,4551.0,0.755,,2.5555555555555554,5,30,1,1,0,Navigational,42.73580659859698,5,"images, images email, email"
images in email marketing vs,1342.0,0.755,,65.22222222222223,5,28,1,0,0,Commercial,15.656723024869015,5,"images, images email, email"
images in email marketing guide,124.0,0.755,,42.55555555555555,5,31,1,0,0,Informational,23.959561772308305,5,"images, images email, email"
images in email marketing tips,22.0,0.755,,32.22222222222222,5,30,1,0,0,Informational,28.02892922078023,5,"images, images email, email"
images in email marketing near me,49.0,0.755,,92.66666666666667,6,33,1,0,0,Commercial,3.868083588995172,5,"images, images email, email"
images in email marketing price,6291.0,0.755,,52.666666666666664,5,31,1,0,0,Commercial,23.782544895905946,5,"images, images email, email"
software images in email marketing,51.0,0.755,,74.55555555555556,5,34,1,0,0,Navigational,11.11378226647612,5,"images, images email, email"
course images in email marketing,165.0,0.755,,60.33333333333333,5,32,1,0,0,Navigational,16.874162438445406,5,"images, images email, email"
examples images in email marketing,3715.0,0.755,,34.888888888888886,5,34,1,0,0,Informational,29.278203856007423,5,"images, images email, email"
app images in email marketing,254.0,0.755,,79.11111111111111,5,29,1,0,0,Navigational,9.41886469745846,5,"images, images email, email"
images in email marketing review,325.0,0.755,,26.0,5,32,1,0,0,Commercial,30.70783441469858,5,"images, images email, email"
checklist images in email marketing,204.0,0.755,,72.33333333333333,5,35,1,0,0,Navigational,12.09861998265712,5,"images, images email, email"
template images in email marketing,225.0,0.755,,90.55555555555556,5,34,1,0,0,Navigational,4.822900540651458,5,"images, images email, email"
ideas images in email marketing,6689.0,0.755,,49.44444444444444,5,31,1,0,0,Navigational,25.32102615905797,5,"images, images email, email"
strategy images in email marketing,9014.0,0.755,,72.33333333333333,5,34,1,0,0,Navigational,17.623516508431532,5,"images, images email, email"
best questions on email,127.0,0.755,,96.66666666666667,4,23,1,0,0,Commercial,2.3169986774186033,8,"questions, questions email, interview"
questions on email how to,384.0,0.755,,28.777777777777775,5,25,1,0,1,Informational,29.633723178164175,8,"questions, questions email, interview"
free questions on email,28.0,0.755,,17.555555555555557,4,23,1,0,0,Navigational,33.89935858655639,8,"questions, questions email, interview"
for beginners questions on email,229.0,0.755,,53.77777777777778,5,32,1,0,0,Navigational,19.536520117835565,8,"questions, questions email, interview"
questions on email tools,7196.0,0.755,,36.11111111111111,4,24,1,0,0,Navigational,30.972307567143588,8,"questions, questions email, interview"
questions on email 2026,197.0,0.755,,82.11111111111111,4,23,1,1,0,Navigational,8.183119055918262,8,"questions, questions email, interview"
questions on email vs,204.0,0.755,,96.55555555555556,4,21,1,0,0,Commercial,2.409731093768225,8,"questions, questions email, interview"
questions on email guide,681.0,0.755,,59.77777777777777,4,24,1,0,0,Informational,17.419976784084152,8,"questions, questions email, interview"
questions on email tips,431.0,0.755,,25.77777777777778,4,23,1,0,0,Informational,30.86319765452188,8,"questions, questions email, interview"
near me questions on email,332.0,0.755,,73.44444444444443,5,26,1,0,0,Commercial,11.734446452548564,8,"questions, questions email, interview"
questions on email price,2340.0,0.755,,90.11111111111111,4,24,1,0,0,Commercial,6.327029754526041,8,"questions, questions email, interview"
software questions on email,282.0,0.755,,81.11111111111111,4,27,1,0,0,Navigational,8.636423959969433,8,"questions, questions email, interview"
questions on email course,412.0,0.755,,97.66666666666667,4,25,1,0,0,Navigational,2.095726885119591,8,"questions, questions email, interview"
questions on email examples,5774.0,0.755,,38.11111111111111,4,27,1,0,0,Informational,29.280547878193392,8,"questions, questions email, interview"
questions on email app,1041.0,0.755,,98.0,4,22,1,0,0,Navigational,2.3568498417649315,8,"questions, questions email, interview"
questions on email review,2553.0,0.755,,60.0,4,25,1,0,0,Commercial,18.505050017357547,8,"questions, questions email, interview"
questions on email checklist,58.0,0.755,,22.88888888888889,4,28,1,0,0,Navigational,31.78483874877053,8,"questions, questions email, interview"
questions on email template,11605.0,0.755,,10.222222222222221,4,27,1,0,0,Navigational,44.09281985165934,8,"questions, questions email, interview"
ideas questions on email,452.0,0.755,,19.77777777777778,4,24,1,0,0,Navigational,33.27636710140511,8,"questions, questions email, interview"
questions on email strategy,1071.0,0.755,,38.22222222222222,4,27,1,0,0,Navigational,26.28677444842351,8,"questions, questions email, interview"
email advertising best,298.0,0.755,,22.11111111111111,3,22,0,0,0,Commercial,32.24645782426142,6,"templates, email templates, advertising"
email advertising how to,194.0,0.755,,85.66666666666666,4,24,1,0,1,Informational,6.759015484141296,6,"templates, email templates, advertising"
email advertising free,1329.0,0.755,,1.2222222222222219,3,22,0,0,0,Navigational,41.24857051013178,6,"templates, email templates, advertising"
email advertising for beginners,85.0,0.755,,72.0,4,31,1,0,0,Navigational,12.157326450318811,6,"templates, email templates, advertising"
tools email advertising,50.0,0.755,,21.666666666666668,3,23,0,0,0,Navigational,32.26871070551343,6,"templates, email templates, advertising"
email advertising 2026,228.0,0.755,,22.77777777777778,3,22,0,1,0,Navigational,31.935893001317318,6,"templates, email templates, advertising"
vs email advertising,3090.0,0.755,,83.88888888888889,3,20,0,0,0,Commercial,9.286256032101745,6,"templates, email templates, advertising"
guide email advertising,86.0,0.755,,74.55555555555556,3,23,0,0,0,Informational,11.135731344614838,6,"templates, email templates, advertising"
email advertising tips,165.0,0.755,,57.333333333333336,3,22,0,0,0,Informational,18.074162438445402,6,"templates, email templates, advertising"
near me email advertising,282.0,0.755,,47.88888888888889,4,25,1,0,0,Commercial,21.925312848858322,6,"templates, email templates, advertising"
email advertising price,47.0,0.755,,25.66666666666667,3,23,0,0,0,Commercial,30.666829355958676,6,"templates, email templates, advertising"
software email advertising,53.0,0.755,,64.11111111111111,3,26,0,0,0,Navigational,15.29281427729039,6,"templates, email templates, advertising"
course email advertising,1365.0,0.755,,58.44444444444444,3,24,0,0,0,Navigational,18.38225781589986,6,"templates, email templates, advertising"
examples email advertising,135.0,0.755,,38.22222222222222,3,26,0,0,0,Informational,25.699793387342375,6,"templates, email templates, advertising"
app email advertising,19.0,0.755,,0.6666666666666663,3,21,0,0,0,Navigational,40.6492700934477,6,"templates, email templates, advertising"
review email advertising,7579.0,0.755,,31.666666666666664,3,24,0,0,0,Commercial,32.990270971410766,6,"templates, email templates, advertising"
email advertising checklist,6478.0,0.755,,66.55555555555556,3,27,0,0,0,Navigational,18.344260129262967,6,"templates, email templates, advertising"
email advertising template,243.0,0.755,,13.555555555555554,3,26,0,0,0,Navigational,35.63418863797994,6,"templates, email templates, advertising"
email advertising ideas,5348.0,0.755,,71.33333333333334,3,23,0,0,0,Navigational,15.724507352530392,6,"templates, email templates, advertising"
strategy email advertising,3521.0,0.755,,33.88888888888889,3,26,0,0,0,Navigational,29.556543251467094,6,"templates, email templates, advertising"
best email questions,3420.0,0.755,,73.44444444444443,3,20,0,0,0,Commercial,13.670982260901729,8,"questions, questions email, interview"
how to email questions,935.0,0.755,,85.55555555555556,4,22,1,0,1,Informational,7.268153268608304,8,"questions, questions email, interview"
free email questions,174.0,0.755,,44.888888888888886,3,20,0,0,0,Navigational,23.05758426488742,8,"questions, questions email, interview"
for beginners email questions,76.0,0.755,,71.77777777777777,4,29,1,0,0,Navigational,12.240571290543459,8,"questions, questions email, interview"
email questions tools,668.0,0.755,,54.55555555555556,3,21,0,0,0,Navigational,19.5007131582358,8,"questions, questions email, interview"
2026 email questions,253.0,0.755,,11.555555555555557,3,20,0,1,0,Navigational,36.440459803162426,8,"questions, questions email, interview"
vs email questions,106.0,0.755,,43.666666666666664,3,18,0,0,0,Commercial,23.503829230535374,8,"questions, questions email, interview"
guide email questions,36.0,0.755,,26.111111111111114,3,21,0,0,0,Informational,30.482153296480156,8,"questions, questions email, interview"
email questions tips,162.0,0.755,,27.111111111111107,3,20,0,0,0,Informational,30.16116997777954,8,"questions, questions email, interview"
near me email questions,3702.0,0.755,,13.111111111111112,4,23,1,0,0,Commercial,37.98116245238129,8,"questions, questions email, interview"
price email questions,2495.0,0.755,,34.44444444444444,3,21,0,0,0,Commercial,28.69089948152132,8,"questions, questions email, interview"
email questions software,3779.0,0.755,,54.333333333333336,3,24,0,0,0,Navigational,21.540561535397586,8,"questions, questions email, interview"
email questions course,307.0,0.755,,78.66666666666666,3,22,0,0,0,Navigational,9.62987965070344,8,"questions, questions email, interview"
examples email questions,65.0,0.755,,69.11111111111111,3,24,0,0,0,Informational,13.300339675509381,8,"questions, questions email, interview"
app email questions,488.0,0.755,,19.77777777777778,3,19,0,0,0,Navigational,33.29894329606207,8,"questions, questions email, interview"
review email questions,498.0,0.755,,2.666666666666667,3,22,0,0,0,Commercial,40.14965890568901,8,"questions, questions email, interview"
email questions checklist,878.0,0.755,,22.22222222222222,3,25,0,0,0,Navigational,32.56574096040144,8,"questions, questions email, interview"
email questions template,26.0,0.755,,36.44444444444444,3,24,0,0,0,Navigational,26.342548797964337,8,"questions, questions email, interview"
ideas email questions,1981.0,0.755,,29.000000000000004,3,21,0,0,0,Navigational,30.546339368919064,8,"questions, questions email, interview"
strategy email questions,778.0,0.755,,87.88888888888889,3,24,0,0,0,Navigational,6.236362641909869,8,"questions, questions email, interview"
email marketing kya hai best,564.0,0.755,,51.444444444444436,5,28,1,0,0,Commercial,20.679937484782347,1,"marketing, email marketing, email"
how to email marketing kya hai,13.0,0.755,,44.77777777777777,6,30,1,0,1,Informational,23.001062949893765,1,"marketing, email marketing, email"
free email marketing kya hai,2543.0,0.755,,82.66666666666667,5,28,1,0,0,Navigational,9.432112185508386,1,"marketing, email marketing, email"
for beginners email marketing kya hai,353.0,0.755,,31.999999999999996,6,37,1,0,0,Navigational,28.325393677209558,1,"marketing, email marketing, email"
tools email marketing kya hai,83.0,0.755,,91.88888888888889,5,29,1,0,0,Navigational,4.2005166617267555,3,"tools, marketing tools, free"
email marketing kya hai 2026,2590.0,0.755,,39.22222222222222,5,28,1,1,0,Navigational,26.839364439643866,1,"marketing, email marketing, email"
vs email marketing kya hai,2588.0,0.755,,8.555555555555555,5,26,1,0,0,Commercial,39.104776873274034,0,"vs, sample, marketing sample"
email marketing kya hai guide,328.0,0.755,,79.77777777777777,5,29,1,0,0,Informational,9.198604653142228,1,"marketing, email marketing, email"
email marketing kya hai tips,92.0,0.755,,26.666666666666668,5,28,1,0,0,Informational,30.29504959927989,1,"marketing, email marketing, email"
near me email marketing kya hai,339.0,0.755,,68.66666666666667,6,31,1,0,0,Commercial,13.649947379287406,1,"marketing, email marketing, email"
email marketing kya hai price,1003.0,0.755,,66.0,5,29,1,0,0,Commercial,15.133019414071464,1,"marketing, email marketing, email"
software email marketing kya hai,875.0,0.755,,7.222222222222221,5,32,1,0,0,Navigational,38.5638596108467,7,"software, marketing software, strategy"
course email marketing kya hai,414.0,0.755,,27.999999999999996,5,30,1,0,0,Navigational,29.96364778482275,1,"marketing, email marketing, email"
email marketing kya hai examples,17354.0,0.755,,86.8888888888889,5,32,1,0,0,Informational,17.031446048406643,1,"marketing, email marketing, email"
app email marketing kya hai,50.0,0.755,,3.6666666666666674,5,27,1,0,0,Navigational,39.46871070551342,1,"marketing, email marketing, email"
email marketing kya hai review,208.0,0.755,,96.77777777777777,5,30,1,0,0,Commercial,2.323350670952336,1,"marketing, email marketing, email"
email marketing kya hai checklist,207.0,0.755,,88.55555555555556,5,33,1,0,0,Navigational,5.611612443322975,1,"marketing, email marketing, email"
email marketing kya hai template,1444.0,0.755,,64.22222222222221,5,32,1,0,0,Navigational,16.120688909730426,1,"marketing, email marketing, email"
email marketing kya hai ideas,352.0,0.755,,28.555555555555557,5,29,1,0,0,Navigational,29.70254433846909,1,"marketing, email marketing, email"
strategy email marketing kya hai,1287.0,0.755,,34.0,5,32,1,0,0,Navigational,28.1111205052542,1,"marketing, email marketing, email"
what is email marketing in digital marketing best,326.0,0.755,,15.777777777777777,8,49,1,0,1,Commercial,34.79735042010573,1,"marketing, email marketing, email"
how to what is email marketing in digital marketing,3226.0,0.755,,70.88888888888889,9,51,1,0,1,Informational,14.57154387858362,1,"marketing, email marketing, email"
what is email marketing in digital marketing free,303.0,0.755,,77.0,8,49,1,0,1,Informational,10.294037851297109,1,"marketing, email marketing, email"
for beginners what is email marketing in digital marketing,996.0,0.755,,16.88888888888889,9,58,1,0,1,Informational,34.77307404288817,1,"marketing, email marketing, email"
tools what is email marketing in digital marketing,182.0,0.755,,84.0,8,50,1,0,1,Informational,7.418156752588971,3,"tools, marketing tools, free"
2026 what is email marketing in digital marketing,2652.0,0.755,,7.888888888888888,8,49,1,1,1,Informational,39.41157899710865,1,"marketing, email marketing, email"
vs what is email marketing in digital marketing,1436.0,0.755,,37.888888888888886,8,47,1,0,1,Commercial,26.64900531091776,0,"vs, sample, marketing sample"
guide what is email marketing in digital marketing,118.0,0.755,,54.888888888888886,8,50,1,0,1,Informational,19.022465739865474,1,"marketing, email marketing, email"
what is email marketing in digital marketing tips,257.0,0.755,,1.4444444444444442,8,49,1,0,1,Informational,40.48741271367987,1,"marketing, email marketing, email"
what is email marketing in digital marketing near me,43.0,0.755,,39.0,9,52,1,0,1,Commercial,25.330987556552348,1,"marketing, email marketing, email"
what is email marketing in digital marketing price,1070.0,0.755,,51.55555555555556,8,50,1,0,1,Commercial,20.952813998571933,1,"marketing, email marketing, email"
software what is email marketing in digital marketing,478.0,0.755,,58.88888888888889,8,53,1,0,1,Informational,17.648227686435142,7,"software, marketing software, strategy"
what is email marketing in digital marketing course,242.0,0.755,,59.44444444444444,8,51,1,0,1,Informational,17.278005965906136,2,"course, marketing course, email marketing"
examples what is email marketing in digital marketing,2334.0,0.755,,46.111111111111114,8,53,1,0,1,Informational,23.92326705541655,1,"marketing, email marketing, email"
what is email marketing in digital marketing app,2096.0,0.755,,49.66666666666667,8,48,1,0,1,Informational,22.351791101851045,1,"marketing, email marketing, email"
review what is email marketing in digital marketing,812.0,0.755,,59.88888888888889,8,51,1,0,1,Commercial,17.457684603530335,1,"marketing, email marketing, email"
checklist what is email marketing in digital marketing,94.0,0.755,,13.444444444444445,8,54,1,0,1,Informational,35.58519272120527,1,"marketing, email marketing, email"
what is email marketing in digital marketing template,254.0,0.755,,22.333333333333336,8,53,1,0,1,Informational,32.12997580856957,1,"marketing, email marketing, email"
ideas what is email marketing in digital marketing,449.0,0.755,,15.444444444444445,8,50,1,0,1,Informational,35.0078190851837,1,"marketing, email marketing, email"
what is email marketing in digital marketing strategy,758.0,0.755,,47.22222222222222,8,53,1,0,1,Informational,22.490486978211553,7,"software, marketing software, strategy"
questions about email best,6592.0,0.755,,60.33333333333333,4,26,1,0,0,Commercial,20.904640301232256,8,"questions, questions email, interview"
how to questions about email,804.0,0.755,,11.333333333333332,5,28,1,0,1,Informational,36.874889893606564,8,"questions, questions email, interview"
free questions about email,132.0,0.755,,90.66666666666666,4,26,1,0,0,Navigational,4.720134260009851,8,"questions, questions email, interview"
for beginners questions about email,430.0,0.755,,78.11111111111111,5,35,1,0,0,Navigational,9.929237204670299,8,"questions, questions email, interview"
tools questions about email,162.0,0.755,,46.111111111111114,4,27,1,0,0,Navigational,22.561169977779542,8,"questions, questions email, interview"
questions about email 2026,722.0,0.755,,42.44444444444444,4,26,1,1,0,Navigational,24.379021894665698,8,"questions, questions email, interview"
vs questions about email,434.0,0.755,,76.8888888888889,4,24,1,0,0,Commercial,10.42063455963218,8,"questions, questions email, interview"
questions about email guide,175.0,0.755,,16.11111111111111,4,27,1,0,0,Informational,34.56932249251678,8,"questions, questions email, interview"
questions about email tips,26.0,0.755,,10.777777777777777,4,26,1,0,0,Informational,36.609215464631,8,"questions, questions email, interview"
near me questions about email,111.0,0.755,,66.22222222222221,5,29,1,0,0,Commercial,14.484742590904402,8,"questions, questions email, interview"
questions about email price,393.0,0.755,,44.33333333333333,4,27,1,0,0,Commercial,23.417145004606194,8,"questions, questions email, interview"
software questions about email,8.0,0.755,,62.11111111111111,4,30,1,0,0,Navigational,16.064594033969186,8,"questions, questions email, interview"
course questions about email,3234.0,0.755,,69.77777777777777,4,28,1,0,0,Navigational,15.02100525517406,8,"questions, questions email, interview"
examples questions about email,444.0,0.755,,36.22222222222222,4,30,1,0,0,Informational,26.69357239148134,8,"questions, questions email, interview"
questions about email app,2993.0,0.755,,16.666666666666664,4,25,1,0,0,Navigational,36.11431461872047,8,"questions, questions email, interview"
questions about email review,63.0,0.755,,38.333333333333336,4,28,1,0,0,Commercial,25.610196553583997,8,"questions, questions email, interview"
questions about email checklist,24.0,0.755,,4.555555555555555,4,31,1,0,0,Navigational,39.09685012048339,8,"questions, questions email, interview"
questions about email template,3153.0,0.755,,12.888888888888891,4,30,1,0,0,Navigational,37.725764372751435,8,"questions, questions email, interview"
questions about email ideas,85.0,0.755,,97.66666666666667,4,27,1,0,0,Navigational,1.8906597836521413,8,"questions, questions email, interview"
strategy questions about email,173.0,0.755,,11.222222222222221,4,30,1,0,0,Navigational,36.52362381503584,8,"questions, questions email, interview"
email campaign software best,454.0,0.755,,22.11111111111111,4,28,1,0,0,Commercial,32.344288001108275,9,"campaign, email campaign, email"
how to email campaign software,1130.0,0.755,,85.44444444444446,5,30,1,0,1,Informational,7.434885434111317,9,"campaign, email campaign, email"
free email campaign software,135.0,0.755,,44.0,4,28,1,0,0,Navigational,23.388682276231265,9,"campaign, email campaign, email"
email campaign software for beginners,363.0,0.755,,90.66666666666666,5,37,1,0,0,Navigational,4.864998175725388,9,"campaign, email campaign, email"
tools email campaign software,316.0,0.755,,35.888888888888886,4,29,1,0,0,Navigational,26.746634810478792,9,"campaign, email campaign, email"
email campaign software 2026,63.0,0.755,,1.7777777777777775,4,28,1,1,0,Navigational,40.23241877580622,9,"campaign, email campaign, email"
email campaign software vs,412.0,0.755,,55.44444444444444,4,26,1,0,0,Commercial,18.984615774008486,9,"campaign, email campaign, email"
email campaign software guide,531.0,0.755,,43.888888888888886,4,29,1,0,0,Informational,23.68146486190234,9,"campaign, email campaign, email"
email campaign software tips,267.0,0.755,,61.66666666666667,4,28,1,0,0,Informational,16.404794989973475,9,"campaign, email campaign, email"
near me email campaign software,1359.0,0.755,,60.0,5,31,1,0,0,Commercial,17.75627289456814,9,"campaign, email campaign, email"
price email campaign software,55.0,0.755,,89.77777777777777,4,29,1,0,0,Commercial,5.027401843660229,9,"campaign, email campaign, email"
software email campaign software,556.0,0.755,,89.66666666666667,4,32,1,0,0,Navigational,5.386031663747458,9,"campaign, email campaign, email"
course email campaign software,46.0,0.755,,40.33333333333333,4,30,1,0,0,Navigational,24.799535572773763,9,"campaign, email campaign, email"
examples email campaign software,137.0,0.755,,84.44444444444444,4,32,1,0,0,Informational,7.212158731489985,9,"campaign, email campaign, email"
email campaign software app,15.0,0.755,,41.77777777777778,4,27,1,0,0,Navigational,24.202317182930262,9,"campaign, email campaign, email"
email campaign software review,110.0,0.755,,83.77777777777779,4,30,1,0,0,Commercial,7.461893252163923,9,"campaign, email campaign, email"
checklist email campaign software,2066.0,0.755,,11.666666666666666,4,33,1,0,0,Navigational,37.53297760630357,9,"campaign, email campaign, email"
email campaign software template,12.0,0.755,,37.333333333333336,4,32,1,0,0,Navigational,25.978213611153294,9,"campaign, email campaign, email"
email campaign software ideas,670.0,0.755,,69.44444444444444,4,29,1,0,0,Navigational,13.546411835716746,9,"campaign, email campaign, email"
email campaign software strategy,682.0,0.755,,70.0,4,32,1,0,0,Navigational,13.331715011713513,9,"campaign, email campaign, email"
best strategy for email marketing,36.0,0.755,,21.444444444444446,5,33,1,0,0,Commercial,32.34881996314682,7,"software, marketing software, strategy"
how to strategy for email marketing,1317.0,0.755,,55.111111111111114,6,35,1,0,1,Informational,19.685489556357236,7,"software, marketing software, strategy"
strategy for email marketing free,2531.0,0.755,,14.555555555555557,5,33,1,0,0,Navigational,36.66903123173384,7,"software, marketing software, strategy"
strategy for email marketing for beginners,170.0,0.755,,51.22222222222222,6,42,1,0,0,Navigational,20.521742465481093,7,"software, marketing software, strategy"
tools strategy for email marketing,223.0,0.755,,46.77777777777778,5,34,1,0,0,Navigational,22.33275741872607,7,"software, marketing software, strategy"
2026 strategy for email marketing,314.0,0.755,,97.33333333333333,5,33,1,1,0,Navigational,2.1676027996645173,7,"software, marketing software, strategy"
vs strategy for email marketing,79.0,0.755,,2.333333333333333,5,31,1,0,0,Commercial,40.020230417875986,0,"vs, sample, marketing sample"
guide strategy for email marketing,27.0,0.755,,36.88888888888889,5,34,1,0,0,Informational,26.1653981367048,7,"software, marketing software, strategy"
strategy for email marketing tips,161.0,0.755,,24.77777777777778,5,33,1,0,0,Informational,31.09387619459463,7,"software, marketing software, strategy"
near me strategy for email marketing,131.0,0.755,,57.77777777777777,6,36,1,0,0,Commercial,17.87506269904716,7,"software, marketing software, strategy"
strategy for email marketing price,511.0,0.755,,42.77777777777778,5,34,1,0,0,Commercial,24.113366975981805,7,"software, marketing software, strategy"
software strategy for email marketing,774.0,0.755,,66.66666666666666,5,37,1,0,0,Navigational,14.722743064725766,7,"software, marketing software, strategy"
strategy for email marketing course,823.0,0.755,,27.333333333333336,5,35,1,0,0,Navigational,30.48680510745329,2,"course, marketing course, email marketing"
strategy for email marketing examples,984.0,0.755,,43.77777777777778,5,37,1,0,0,Informational,24.00999308911362,7,"software, marketing software, strategy"
strategy for email marketing app,4140.0,0.755,,85.66666666666666,5,32,1,0,0,Navigational,9.233617265152173,7,"software, marketing software, strategy"
strategy for email marketing review,57.0,0.755,,15.22222222222222,5,35,1,0,0,Commercial,34.85087829891895,7,"software, marketing software, strategy"
checklist strategy for email marketing,167.0,0.755,,82.33333333333333,5,38,1,0,0,Navigational,8.075416671481902,7,"software, marketing software, strategy"
strategy for email marketing template,1256.0,0.755,,44.0,5,37,1,0,0,Navigational,24.091679893188488,7,"software, marketing software, strategy"
ideas strategy for email marketing,1102.0,0.755,,78.66666666666666,5,34,1,0,0,Navigational,10.128437282711461,7,"software, marketing software, strategy"
strategy strategy for email marketing,196.0,0.755,,81.22222222222221,5,37,1,0,0,Navigational,8.53804749495557,7,"software, marketing software, strategy"
best strategies for email marketing,237.0,0.755,,42.44444444444444,5,35,1,0,0,Commercial,24.074870383314895,4,"strategies, marketing strategies, marketing"
how to strategies for email marketing,2694.0,0.755,,56.55555555555556,6,37,1,0,1,Informational,19.97125122420844,4,"strategies, marketing strategies, marketing"
strategies for email marketing free,796.0,0.755,,63.44444444444445,5,35,1,0,0,Navigational,16.02542851701613,4,"strategies, marketing strategies, marketing"
strategies for email marketing for beginners,3030.0,0.755,,69.11111111111111,6,44,1,0,0,Navigational,15.159740152117912,4,"strategies, marketing strategies, marketing"
strategies for email marketing tools,27.0,0.755,,68.44444444444444,5,36,1,0,0,Navigational,13.543175914482585,3,"tools, marketing tools, free"
strategies for email marketing 2026,68.0,0.755,,70.66666666666666,5,35,1,1,0,Navigational,12.679998802841913,4,"strategies, marketing strategies, marketing"
vs strategies for email marketing,214.0,0.755,,37.888888888888886,5,33,1,0,0,Commercial,25.882668925617384,4,"strategies, marketing strategies, marketing"
guide strategies for email marketing,222.0,0.755,,23.88888888888889,5,36,1,0,0,Informational,31.487685857763374,4,"strategies, marketing strategies, marketing"
tips strategies for email marketing,399.0,0.755,,63.44444444444445,5,35,1,0,0,Informational,15.776463259271242,4,"strategies, marketing strategies, marketing"
near me strategies for email marketing,6449.0,0.755,,27.111111111111107,6,38,1,0,0,Commercial,34.10385152801152,4,"strategies, marketing strategies, marketing"
strategies for email marketing price,183.0,0.755,,22.333333333333336,5,36,1,0,0,Commercial,32.08545053577388,4,"strategies, marketing strategies, marketing"
software strategies for email marketing,275.0,0.755,,3.111111111111111,5,39,1,0,0,Navigational,39.83203414434169,4,"strategies, marketing strategies, marketing"
strategies for email marketing course,661.0,0.755,,55.44444444444444,5,37,1,0,0,Navigational,19.140767787052507,2,"course, marketing course, email marketing"
strategies for email marketing examples,303.0,0.755,,45.55555555555556,5,39,1,0,0,Informational,22.87181562907489,4,"strategies, marketing strategies, marketing"
app strategies for email marketing,195.0,0.755,,98.77777777777779,5,34,1,0,0,Navigational,1.515198156215093,4,"strategies, marketing strategies, marketing"
strategies for email marketing review,218.0,0.755,,18.555555555555557,5,37,1,0,0,Commercial,33.61851072502371,4,"strategies, marketing strategies, marketing"
checklist strategies for email marketing,117.0,0.755,,60.33333333333333,5,40,1,0,0,Navigational,16.84406084556945,4,"strategies, marketing strategies, marketing"
strategies for email marketing template,326.0,0.755,,32.666666666666664,5,39,1,0,0,Navigational,28.041794864550173,4,"strategies, marketing strategies, marketing"
ideas strategies for email marketing,365.0,0.755,,10.666666666666666,5,36,1,0,0,Navigational,36.86625240876189,4,"strategies, marketing strategies, marketing"
strategies for email marketing strategy,424.0,0.755,,70.33333333333333,5,39,1,0,0,Navigational,13.036585616671918,4,"strategies, marketing strategies, marketing"
